Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  equalTo  ?b  ?u  http://dbpedia.org/ontology/associatedBand  ?a  ?u  http://dbpedia.org/ontology/associatedMusicalArtist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001133333	0.607142857	0.607142857	17	28	28	-1
?h  equalTo  ?b  ?u  http://dbpedia.org/ontology/associatedBand  ?a  ?u  http://dbpedia.org/ontology/associatedBand  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001133333	0.607142857	0.607142857	17	28	28	-1
?h  equalTo  ?b  ?u  equalTo  ?b  ?u  http://dbpedia.org/ontology/recordLabel  ?a  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	1	1	22	22	22	-1
?h  equalTo  ?b  ?u  equalTo  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?u  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	0.611111111	0.611111111	22	36	36	-1
?h  equalTo  ?b  ?u  equalTo  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?u   => ?a  equalTo  ?b	0.001466667	0.611111111	0.611111111	22	36	36	-1
?h  equalTo  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?u  http://dbpedia.org/ontology/recordLabel  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?u   => ?a  equalTo  ?b	0.001466667	0.611111111	0.611111111	22	36	36	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001133333	0.044973545	0.044973545	17	378	378	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?s  http://dbpedia.org/ontology/producer  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001066667	0.01953602	0.01953602	16	819	819	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.001333333	0.053333333	0.053333333	20	375	375	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/producer  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.001066667	0.012529366	0.012529366	16	1277	1277	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/foundedBy  ?a  ?h  http://dbpedia.org/ontology/foundedBy  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001533333	0.958333333	0.958333333	23	24	24	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?h  http://dbpedia.org/ontology/foundedBy  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.0098	0.018306351	0.018306351	147	8030	8030	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/foundedBy  ?n  ?s  http://dbpedia.org/ontology/musicalArtist  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.006266667	0.011202479	0.011202479	94	8391	8391	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/foundedBy  ?n  ?s  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.006266667	0.011202479	0.011202479	94	8391	8391	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/foundedBy  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?s  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.0028	0.044025157	0.044025157	42	954	954	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/recordLabel  ?a  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.001466667	0.44	0.44	22	50	50	-1
?n  equalTo  ?b  ?n  http://dbpedia.org/ontology/recordLabel  ?a  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.001466667	1	1	22	22	22	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?n  http://dbpedia.org/ontology/recordLabel  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.001466667	0.611111111	0.611111111	22	36	36	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedBand  ?n  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001266667	0.010626398	0.010626398	19	1788	1788	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedBand  ?n  ?s  http://dbpedia.org/ontology/associatedBand  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001266667	0.010626398	0.010626398	19	1788	1788	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001266667	0.010626398	0.010626398	19	1788	1788	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?n  ?h  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001266667	0.010626398	0.010626398	19	1788	1788	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.002133333	0.093567251	0.093567251	32	342	342	-1
?m  equalTo  ?b  ?h  http://dbpedia.org/ontology/recordLabel  ?a  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	0.611111111	0.611111111	22	36	36	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.002133333	0.093567251	0.093567251	32	342	342	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.002133333	0.167539267	0.167539267	32	191	191	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/producer  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.0012	0.035573123	0.035573123	18	506	506	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.001066667	0.053156146	0.053156146	16	301	301	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.0012	0.044334975	0.044334975	18	406	406	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/associatedBand  ?t  ?t  http://dbpedia.org/ontology/associatedMusicalArtist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	0.016034985	0.016034985	22	1372	1372	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/associatedBand  ?h  ?m  http://dbpedia.org/ontology/associatedBand  ?t  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	0.016034985	0.016034985	22	1372	1372	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/associatedMusicalArtist  ?h  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?t  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	0.016034985	0.016034985	22	1372	1372	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/associatedBand  ?h  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?t  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001466667	0.016034985	0.016034985	22	1372	1372	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.001333333	0.05988024	0.05988024	20	334	334	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?h  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001133333	0.047619048	0.047619048	17	357	357	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?h  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?m  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001866667	0.012001715	0.012001715	28	2333	2333	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?m  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001866667	0.012001715	0.012001715	28	2333	2333	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?h  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?m  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001866667	0.012001715	0.012001715	28	2333	2333	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?h  ?s  http://dbpedia.org/ontology/associatedBand  ?m  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001866667	0.012001715	0.012001715	28	2333	2333	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?s  http://dbpedia.org/ontology/producer  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.0012	0.033271719	0.033271719	18	541	541	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/producer  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.001066667	0.030360531	0.030360531	16	527	527	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/foundedBy  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/recordLabel  ?s   => ?a  equalTo  ?b	0.0028	0.044025157	0.044025157	42	954	954	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001133333	0.052307692	0.052307692	17	325	325	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?s  http://dbpedia.org/ontology/producer  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.0012	0.036290323	0.036290323	18	496	496	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.001266667	0.059190031	0.059190031	19	321	321	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/producer  ?h  ?a  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.001066667	0.033126294	0.033126294	16	483	483	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.175133333	0.018101138	0.018101138	2627	145129	145129	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.122733333	0.035003327	0.035003327	1841	52595	52595	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.039666667	0.016165843	0.016165843	595	36806	36806	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/composer  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.033133333	0.015341874	0.015341874	497	32395	32395	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n  ?s  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.1724	0.01818591	0.01818591	2586	142198	142198	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.123733333	0.035413089	0.035413089	1856	52410	52410	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?b  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.039933333	0.016596476	0.016596476	599	36092	36092	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/composer  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.0312	0.015254735	0.015254735	468	30679	30679	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/album  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.038866667	0.021767539	0.021767539	583	26783	26783	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/album  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.026866667	0.019265704	0.019265704	403	20918	20918	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/album  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.021733333	0.028164147	0.028164147	326	11575	11575	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/album  ?b  ?s  http://dbpedia.org/ontology/composer  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0188	0.017664746	0.017664746	282	15964	15964	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.018866667	0.018057682	0.018057682	283	15672	15672	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?s  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.011333333	0.016330451	0.016330451	170	10410	10410	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.0094	0.015403102	0.015403102	141	9154	9154	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/composer  ?n  ?s  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.007133333	0.01293364	0.01293364	107	8273	8273	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.016933333	0.016603478	0.016603478	254	15298	15298	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0106	0.016297663	0.016297663	159	9756	9756	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.008333333	0.013974287	0.013974287	125	8945	8945	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/composer  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.006333333	0.011963229	0.011963229	95	7941	7941	-1
?s  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.0106	0.019468593	0.019468593	159	8167	8167	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.001733333	0.010042487	0.010042487	26	2589	2589	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/instrument  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.002133333	0.03125	0.03125	32	1024	1024	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?h  http://dbpedia.org/ontology/instrument  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.001933333	0.029233871	0.029233871	29	992	992	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/bandMember  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.0144	0.023116438	0.023116438	216	9344	9344	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/bandMember  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.006	0.016333938	0.016333938	90	5510	5510	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?h  http://dbpedia.org/ontology/bandMember  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.002266667	0.043367347	0.043367347	34	784	784	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/bandMember  ?n  ?s  http://dbpedia.org/ontology/musicalArtist  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.001133333	0.02351314	0.02351314	17	723	723	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/bandMember  ?n  ?s  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.001133333	0.02351314	0.02351314	17	723	723	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/formerBandMember  ?n  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.008466667	0.011521364	0.011521364	127	11023	11023	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?h  http://dbpedia.org/ontology/formerBandMember  ?n  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.003533333	0.022344013	0.022344013	53	2372	2372	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0022	0.2	0.2	33	165	165	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0022	0.2	0.2	33	165	165	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002066667	0.172222222	0.172222222	31	180	180	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002066667	0.18128655	0.18128655	31	171	171	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/musicalArtist  ?h  ?m  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.07	0.04568793	0.04568793	1050	22982	22982	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/musicalBand  ?h  ?m  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.07	0.04568793	0.04568793	1050	22982	22982	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/director  ?h  ?m  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0022	0.194117647	0.194117647	33	170	170	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?a  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002066667	0.17032967	0.17032967	31	182	182	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/picture  ?h  ?m  http://dbpedia.org/ontology/picture  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.001133333	0.586206897	0.586206897	17	29	29	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.209933333	0.018664169	0.018664169	3149	168719	168719	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.088866667	0.048872594	0.048872594	1333	27275	27275	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.046466667	0.015925968	0.015925968	697	43765	43765	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/musicalArtist  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.044533333	0.019277387	0.019277387	668	34652	34652	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/musicalBand  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.044533333	0.019277387	0.019277387	668	34652	34652	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.0012	0.107142857	0.107142857	18	168	168	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.209933333	0.018541744	0.018541744	3149	169833	169833	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.088866667	0.047805193	0.047805193	1333	27884	27884	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t  ?t  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.045533333	0.015733339	0.015733339	683	43411	43411	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.043466667	0.019227934	0.019227934	652	33909	33909	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.043466667	0.019227934	0.019227934	652	33909	33909	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.001066667	0.076190476	0.076190476	16	210	210	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?t  ?t  http://dbpedia.org/ontology/bandMember  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.024733333	0.041958833	0.041958833	371	8842	8842	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?t  ?t  http://dbpedia.org/ontology/formerBandMember  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.019466667	0.018517344	0.018517344	292	15769	15769	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.002666667	0.045454545	0.045454545	40	880	880	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?t  ?t  http://dbpedia.org/ontology/instrument  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.001933333	0.029233871	0.029233871	29	992	992	-1
